PDB code, ENV_HBA_N_OCC_SUM, ENV_HBA_N_OCC_MAX, ENV_HBA_O_OCC_SUM, ENV_HBA_O_OCC_MAX, ENV_HBA_S_OCC_SUM, ENV_HBA_S_OCC_MAX, ENV_HBD_N_OCC_SUM, ENV_HBD_N_OCC_MAX, ENV_HBD_O_OCC_SUM, ENV_HBD_O_OCC_MAX, ENV_HBD_S_OCC_SUM, ENV_HBD_S_OCC_MAX, PI_AR_SCORE_SUM, PI_AR_SCORE_MAX, AR_PI_SCORE_SUM, AR_PI_SCORE_MAX, H_H_SCORE_SUM, H_H_SCORE_MAX, AR_AR_SCORE_SUM, AR_AR_SCORE_MAX, HBD_HBA_N_SCORE_SUM, HBD_HBA_N_SCORE_MAX, HBD_HBA_O_SCORE_SUM, HBD_HBA_O_SCORE_MAX, HBD_HBA_S_SCORE_SUM, HBD_HBA_S_SCORE_MAX, HBD_N3_HBA_N_SCORE_SUM, HBD_N3_HBA_N_SCORE_MAX, HBD_N3_HBA_O_SCORE_SUM, HBD_N3_HBA_O_SCORE_MAX, HBD_N3_HBA_S_SCORE_SUM, HBD_N3_HBA_S_SCORE_MAX, HBD_N2_HBA_N_SCORE_SUM, HBD_N2_HBA_N_SCORE_MAX, HBD_N2_HBA_O_SCORE_SUM, HBD_N2_HBA_O_SCORE_MAX, HBD_N2_HBA_S_SCORE_SUM, HBD_N2_HBA_S_SCORE_MAX, HBD_Nar_HBA_N_SCORE_SUM, HBD_Nar_HBA_N_SCORE_MAX, HBD_Nar_HBA_O_SCORE_SUM, HBD_Nar_HBA_O_SCORE_MAX, HBD_Nar_HBA_S_SCORE_SUM, HBD_Nar_HBA_S_SCORE_MAX, HBD_Nam_HBA_N_SCORE_SUM, HBD_Nam_HBA_N_SCORE_MAX, HBD_Nam_HBA_O_SCORE_SUM, HBD_Nam_HBA_O_SCORE_MAX, HBD_Nam_HBA_S_SCORE_SUM, HBD_Nam_HBA_S_SCORE_MAX, HBD_Npl3_HBA_N_SCORE_SUM, HBD_Npl3_HBA_N_SCORE_MAX, HBD_Npl3_HBA_O_SCORE_SUM, HBD_Npl3_HBA_O_SCORE_MAX, HBD_Npl3_HBA_S_SCORE_SUM, HBD_Npl3_HBA_S_SCORE_MAX, HBD_N4_HBA_N_SCORE_SUM, HBD_N4_HBA_N_SCORE_MAX, HBD_N4_HBA_O_SCORE_SUM, HBD_N4_HBA_O_SCORE_MAX, HBD_N4_HBA_S_SCORE_SUM, HBD_N4_HBA_S_SCORE_MAX, HBD_O3_HBA_N_SCORE_SUM, HBD_O3_HBA_N_SCORE_MAX, HBD_O3_HBA_O_SCORE_SUM, HBD_O3_HBA_O_SCORE_MAX, HBD_O3_HBA_S_SCORE_SUM, HBD_O3_HBA_S_SCORE_MAX, HBD_S3_HBA_N_SCORE_SUM, HBD_S3_HBA_N_SCORE_MAX, HBD_S3_HBA_O_SCORE_SUM, HBD_S3_HBA_O_SCORE_MAX, HBD_S3_HBA_S_SCORE_SUM, HBD_S3_HBA_S_SCORE_MAX, HBA_HBD_N_SCORE_SUM, HBA_HBD_N_SCORE_MAX, HBA_HBD_O_SCORE_SUM, HBA_HBD_O_SCORE_MAX, HBA_HBD_S_SCORE_SUM, HBA_HBD_S_SCORE_MAX, HBA_N3_HBD_N_SCORE_SUM, HBA_N3_HBD_N_SCORE_MAX, HBA_N3_HBD_O_SCORE_SUM, HBA_N3_HBD_O_SCORE_MAX, HBA_N3_HBD_S_SCORE_SUM, HBA_N3_HBD_S_SCORE_MAX, HBA_N2_HBD_N_SCORE_SUM, HBA_N2_HBD_N_SCORE_MAX, HBA_N2_HBD_O_SCORE_SUM, HBA_N2_HBD_O_SCORE_MAX, HBA_N2_HBD_S_SCORE_SUM, HBA_N2_HBD_S_SCORE_MAX, HBA_N1_HBD_N_SCORE_SUM, HBA_N1_HBD_N_SCORE_MAX, HBA_N1_HBD_O_SCORE_SUM, HBA_N1_HBD_O_SCORE_MAX, HBA_N1_HBD_S_SCORE_SUM, HBA_N1_HBD_S_SCORE_MAX, HBA_Nar_HBD_N_SCORE_SUM, HBA_Nar_HBD_N_SCORE_MAX, HBA_Nar_HBD_O_SCORE_SUM, HBA_Nar_HBD_O_SCORE_MAX, HBA_Nar_HBD_S_SCORE_SUM, HBA_Nar_HBD_S_SCORE_MAX, HBA_Npl3_HBD_N_SCORE_SUM, HBA_Npl3_HBD_N_SCORE_MAX, HBA_Npl3_HBD_O_SCORE_SUM, HBA_Npl3_HBD_O_SCORE_MAX, HBA_Npl3_HBD_S_SCORE_SUM, HBA_Npl3_HBD_S_SCORE_MAX, HBA_O3_HBD_N_SCORE_SUM, HBA_O3_HBD_N_SCORE_MAX, HBA_O3_HBD_O_SCORE_SUM, HBA_O3_HBD_O_SCORE_MAX, HBA_O3_HBD_S_SCORE_SUM, HBA_O3_HBD_S_SCORE_MAX, HBA_O2_HBD_N_SCORE_SUM, HBA_O2_HBD_N_SCORE_MAX, HBA_O2_HBD_O_SCORE_SUM, HBA_O2_HBD_O_SCORE_MAX, HBA_O2_HBD_S_SCORE_SUM, HBA_O2_HBD_S_SCORE_MAX, HBA_Oco2_HBD_N_SCORE_SUM, HBA_Oco2_HBD_N_SCORE_MAX, HBA_Oco2_HBD_O_SCORE_SUM, HBA_Oco2_HBD_O_SCORE_MAX, HBA_Oco2_HBD_S_SCORE_SUM, HBA_Oco2_HBD_S_SCORE_MAX, HBA_S3_HBD_N_SCORE_SUM, HBA_S3_HBD_N_SCORE_MAX, HBA_S3_HBD_O_SCORE_SUM, HBA_S3_HBD_O_SCORE_MAX, HBA_S3_HBD_S_SCORE_SUM, HBA_S3_HBD_S_SCORE_MAX, HBA_S2_HBD_N_SCORE_SUM, HBA_S2_HBD_N_SCORE_MAX, HBA_S2_HBD_O_SCORE_SUM, HBA_S2_HBD_O_SCORE_MAX, HBA_S2_HBD_S_SCORE_SUM, HBA_S2_HBD_S_SCORE_MAX, XBD_XBA_SCORE_SUM, XBD_XBA_SCORE_MAX, ES_ENERGY, ES_ENERGY_SQRD_DIST, VDW_ENERGY_ATT, VDW_ENERGY_REP
2fvd,1.00826634301368E-14,1.00655532377677E-14,12.4595921790953,11.265001613954,0,0,1.54450335576701,1.54251371154063,0,0,0,0,0,0,0.00572247511242084,0.00572247511241016,16.8728606800701,2.60831895811448,0.00481899277491097,0.00481795779572283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0825424986947E-15,2.08155024294324E-15,1.99994241008184,1.9999424025396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17471939923413E-08,2.17471517104961E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987651573390226,0.987651573390226,0,0,0,0,0,0,0,0,0,0,1.29689087331376E-12,1.29644496861592E-12,0,0,0,0,0.556840434866878,0.554850790802918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146164019869103,-0.0947698654537149,-188.105430666503,91.2675066310922
4tmn,7.3465902461214,5.54107403578188,18.0046026237545,12.4676611654135,4.04411638192899E-18,4.04411638192899E-18,3.75996656525742,3.45613237910093,1.42000751807368E-05,1.41974182304771E-05,0,0,0,0,0,0,17.8562425922349,3.74764258230332,1.02408405151445,1.00874370387136,0,0,0,0,0,0,6.36844606837974E-07,6.14967677335656E-07,2.94753892281899,0.999991801523977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22587651777443,0.225874281783034,0.974936051352318,0.974936046997415,0,0,1.29425775882105E-06,1.20849814432051E-06,0.628510760512876,0.628509268080454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56221810132816,3.26810327069049,3.94484097783732E-06,3.94484097143779E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893449960946152,-0.338774110751995,-226.760267863143,111.68854043811
3aru,0.482786088641065,0.48278594834996,1.43368405888749,1.43354164262757,5.048671673958E-17,5.048671673958E-17,0.827088387912689,0.75739640729772,1.72251097892261E-12,1.72251096549097E-12,0,0,0.00350440887853278,0.00211886469387577,1.5656110523245E-08,1.56560595707372E-08,4.11021447767395,0.510091689995482,1.9282906815258,0.994133984623228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74290734887925E-13,3.84257298495192E-13,5.23601438732347E-15,2.93694494066744E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58079384719458E-15,2.88761281561562E-15,1.23576667840059E-24,1.23576667840059E-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813331893879607,0.743837082936051,1.71979841791228E-12,1.71979840509313E-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.592177026224513,-0.0510650179165248,-112.847744712484,55.6977926416001
3dd0,2.24409663090544,2.16720746926158,7.33688190953637,5.72927895600495,2.63332845734416E-15,2.63332845734416E-15,0.507952591275326,0.507864640481314,2.00776849341255E-05,2.00776849319587E-05,3.94192908564192E-17,3.94192908564192E-17,0,0,0,0,7.39070480390755,1.43352298306864,0.000519264825607162,0.000519255594920429,0,0,0,0,0,0,1.01727571511041,0.999999782468281,0.998974367510051,0.998366191571981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00664910306487367,0.00656115746229818,1.5281975018748E-10,1.5281968956489E-10,1.90663031200929E-20,1.90663031200929E-20,0,0,0,0,0,0,1.40208990179721E-12,1.39900229831638E-12,1.01878462393778E-16,1.01878462393778E-16,2.92241769297667E-19,2.92241769297667E-19,0.458941043371816,0.458941042768535,3.41923133418255E-12,3.41919724010282E-12,2.42885563059523E-21,2.42885563059523E-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26558656775771,1.69626971302045,-103.78513418281,50.7716160693724
1owh,1.41060398021503,1.38212706388276,12.0203308361351,7.65009764348055,0.46334100178996,0.463341001503575,0.0839259997077046,0.0839259530712008,1.10072961318522E-05,1.10072960702279E-05,5.04454773232861E-13,5.0445332538446E-13,0.137712524959592,0.0799834265360999,2.04350125024332E-13,2.04350125024332E-13,7.94060951130064,2.75133879527557,4.17911839697746E-09,3.59827824491529E-09,0,0,0,0,0,0,0,0,0,0,0,0,1.59558984967016E-16,1.34598898113955E-16,4.18297387886366,1.9230341902827,3.06328268414079E-06,3.06328266352073E-06,0,0,0,0,0,0,0.854570698351215,0.854570637943021,0.00022867764088497,0.000228662701910858,4.54834081761048E-15,3.24815060446389E-15,0,0,0,0,0,0,2.05083872197141E-14,1.16696620067425E-14,0.998466003962561,0.998465989705615,2.74673479763881E-19,2.33506173045158E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00708734987902E-07,1.00687771978124E-07,9.70567910074675E-10,9.70563547171809E-10,1.99440627055591E-16,1.99391774421169E-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838436057214162,0.0838435627980475,2.22229385113878E-12,2.22229308726882E-12,3.98297649391377E-20,3.97699601172915E-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12133989843665,-0.345124105542953,-125.706038890952,57.7636803039869
1z6e,0.30523414107917,0.305234137706327,23.7414080071314,18.9336470450798,2.64305278549134,2.31511574169888,0.609348671525634,0.609348600222722,6.47873877813518E-10,6.47870678127654E-10,2.16732546374814E-08,2.16720595288809E-08,1.37049487492486,1.28570790638243,2.08898456056406E-12,2.08898456056406E-12,10.6984396821415,1.7966699032771,4.15864560605444,2.01717063516276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12568314132817E-15,4.12568314132817E-15,0.910851866002374,0.910851320769678,4.72023620806271E-17,4.72023620806271E-17,3.62826107011748E-16,2.39101954566911E-16,0.999912369987122,0.999912359965626,2.99968616038478E-15,2.9953106262026E-15,9.44291542727357E-19,9.11451499705636E-19,2.36171587048727,0.999870165168236,2.77688331263778E-09,2.77688157535332E-09,9.60545025960982E-20,9.60545025960982E-20,0.233410465838694,0.233407436878272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.50841344603291E-07,7.46200088057859E-07,3.63239492184596E-10,3.63236314700277E-10,1.00444375687478E-08,1.00432431897889E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00411817821030691,0.00411817281097934,2.06723856128746E-13,2.06723571107055E-13,1.16241237712007E-08,1.16241232370779E-08,0,0,0,0,0,0,7.38041196784813E-11,5.25569048992746E-11,6.21918332170593E-16,6.19448065772085E-16,1.14469651106002E-18,1.14409030690508E-18,0.464029331070934,0.464029331049396,9.97108194717517E-15,9.97016750869704E-15,1.0402620639977E-19,1.03992909521259E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254653411573993,-0.1211186362541,-215.804853475602,105.105103058352
3f3d,4.42038665678781E-17,4.10073229431205E-17,18.965922671959,8.243629719017,1.25157320767646E-18,1.25157320767646E-18,0.899392334329728,0.893874718216718,0.389311653501139,0.389128775106628,0,0,0.395730808101385,0.318026053673896,0,0,15.1581234209594,1.70382356285611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.63427254279997E-20,7.5959525046974E-20,4.27360962686845,0.99997183973551,4.72658317886032E-20,4.72658317886032E-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606956956237938,0.601439343580483,0.361156797717618,0.361008793180986,0,0,0,0,0,0,0,0,5.45510473057109E-14,5.40691650986591E-14,2.65274764313176E-11,2.52514267641496E-11,0,0,0,0,0,0,0,0,0,0,-0.123410585570103,-0.239610793392494,-109.393291501285,56.9977284174603
2brb,2.3845740856131E-17,2.3845740856131E-17,8.29776790651457,7.90511038577859,2.30538347721852E-05,2.30538347721852E-05,0.727098576834919,0.727098561689457,4.0606240411223E-06,4.06062403920413E-06,1.7017457166664E-13,1.7017457166664E-13,0,0,2.31930024043234E-12,2.31930024043234E-12,17.7024183530396,3.63309979967852,8.53172543919798E-05,8.53172543905898E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57711539045336E-11,1.55280710850134E-11,1.89430472679651E-16,1.89430472679651E-16,0,0,0,0,0,0,1.56080458812361E-17,1.56080458812361E-17,2.78743139265718E-06,2.78742586986879E-06,8.80011862174913E-15,8.80011862174913E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469326964699118,0.469326964699107,2.65422689546597E-14,2.65414686199573E-14,1.12601217115004E-13,1.12601217115004E-13,0,0,0,0,0,0,0.0412801951303961,0.0412801813990434,2.85361414437347E-11,2.85361069654777E-11,6.46002376130275E-17,6.46002376130275E-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102150029767608,-0.0495787900509788,-152.147737426418,71.7669144641814
4m0z,0.00160979412262188,0.00160979410754277,14.4370672417858,11.3919093992214,3.80138654217337E-08,2.77983527812941E-08,1.9760278373833,1.97602739809996,2.01053505081925E-08,2.01053505081877E-08,0,0,0,0,0,0,16.8271796667227,1.87670510832924,0.998212673738758,0.997964888177401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00285829301922,0.998408446545036,5.41973230580543E-16,5.41312477074147E-16,1.76479269979729E-16,1.75819912048752E-16,2.82757585833516,1.95879375997796,3.51560959982984E-15,3.51356054228256E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21763174462258E-12,1.19970060660331E-12,3.22256949529932E-22,3.20373085557997E-22,0,0,0,0,0,0,0,0,7.32028589579971E-14,6.41326946613671E-14,0,0,0,0,1.17361227592106,1.17361184382236,7.6480572273581E-14,7.64805687965098E-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41516882066033,-0.0831735884070496,-199.575468043956,104.120095100883
3n76,8.06982051176973,6.08763791903265,8.55537448029734,7.15953446338018,0,0,6.73307517146161,5.48069766995623,1.1902890701478E-06,1.19028824831555E-06,0,0,0,0,0,0,20.4401866437195,3.492849576269,3.8786136934583E-06,3.8786136934583E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99105616456624,2.99999396829109,2.0046002181594,1.99288988860058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45039734032586,1.77428761562311,5.84063491498805E-07,5.84063482391276E-07,0,0,1.69996403789163,1.19154695184427,5.95948211923299E-07,5.95948210715928E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.344955946261044,-0.206807582602876,-199.964018477949,108.148441015477
3zsx,2.66452641754859,2.66452641754643,11.1056162860631,10.8884849258826,2.69879250042729E-11,2.69879248422565E-11,3.73736093516398,3.60002662185124,2.07902324667557,2.07902324667556,8.60531792146103E-24,8.60531792146103E-24,0,0,6.12976015787176E-12,6.12976015787176E-12,18.070179650516,4.62653889869496,0.000920635210982666,0.000920233005252494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.26515520204042E-15,8.26442968809783E-15,0.999411895402053,0.999411895400454,6.74599320926609E-15,6.74599320926609E-15,0,0,0,0,0,0,8.55135632388566E-13,8.55125758403253E-13,1.39000725986116E-09,1.34438790014588E-09,5.38659987110879E-20,5.38659987110879E-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928973973648028,0.928973973062426,0.0187839220921337,0.0187839220921337,0,0,1.79039377164011,1.76167549049451,0.0829506097307201,0.0829506097307201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.573936388780586,-0.215903476387637,-161.03786554011,73.493290850301
1nc3,0.953962512719921,0.95229071892944,16.2043082437703,10.8959389585189,2.3044980344233,2.30448989971095,1.74534721065732,1.69053670933188,0.000138283095983896,0.000110451102334553,0,0,0,0,0,0,2.13339458229536,0.205972616157111,0.0996420720310178,0.0996200457723324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18036774937181E-15,7.17796049596268E-15,1.98916937221897,0.994042645083428,9.23907901118917E-15,9.19105954784676E-15,0,0,0,0,0,0,2.36273735908254E-17,2.19308913447761E-17,1.96333876099205,0.991430271701875,1.10596090764074E-15,1.10596090764074E-15,0,0,0,0,0,0,0.952975887640397,0.951304094023851,1.50984262200388,1.2365956686571,0.999729753876048,0.999729750506043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325728983960081,0.325728983927627,0.000122342691341226,9.45107337107523E-05,0,0,0,0,0,0,0,0,0.66775217838139,0.612942390353924,1.59354796325224E-05,1.59354735721345E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.777927721679713,-0.209814470996378,-165.865189546868,87.9766970175204
2vvn,0.000401579974343845,0.000401579877378168,11.4622705338121,10.1515987990302,0.0112741846896516,0.0112741846859191,0.586913735658952,0.586886622571937,3.8522606059726E-07,3.8522066194006E-07,4.52565236695176E-08,4.52565236695176E-08,0,0,0,0,4.183935264892,0.384524233361267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32845396616427E-06,1.32845396498179E-06,0.82570438182458,0.825704381059354,3.54694257359929E-07,3.54694254745433E-07,0,0,0,0,0,0,1.29833437176657E-05,1.29833434157454E-05,3.53501895763435,2.92857910614642,8.96664537667236E-17,8.96664537667236E-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23260756097809E-05,6.23260557457559E-05,2.1362017216824E-13,2.1360435692908E-13,1.07212859455615E-13,1.07212859455615E-13,0,0,0,0,0,0,0,0,0,0,0,0,2.10633966169464E-08,2.0840509349533E-08,1.53542378335562E-15,1.39369917599637E-15,5.97132542625351E-09,5.97132542625351E-09,0.194866836716176,0.194839767368456,6.19120558637082E-10,6.19118617437822E-10,6.35892188962795E-17,6.35892188962795E-17,0,0,0,0,0,0,0,0,0,0,0,0,0.391962777206229,0.391962777181234,6.98845643356835E-09,6.98306707865968E-09,8.89523437598051E-17,8.89523437598051E-17,0,0,0,0,0,0,0,0,0.00563903325817443,-0.0199167183439935,-160.915049570011,86.2180415927019
3f3e,4.77543777922296E-17,4.58199700988578E-17,17.7373615894973,7.47975650872282,7.07553679736561E-20,7.07553679736561E-20,1.08649015132998,1.086436026653,0.600305470839439,0.598964238222042,0,0,0.297020387120524,0.205809964431948,0,0,18.3063403460121,1.97050612358673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80746055266259E-19,1.65367538216208E-19,4.28906490664647,0.999960206475059,7.07553679736561E-20,7.07553679736561E-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857523888427565,0.857469769859109,0.502568513826169,0.501438996675094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.242153788277747,-0.258887799081037,-109.685793194694,54.7275001632418
3e5a,5.65327751177855E-12,5.57378869179293E-12,11.9691209066533,11.6998736966208,0,0,2.16809505596402,2.16809431772111,2.57173974599113E-10,2.57173972028947E-10,0,0,0.0049639086822986,0.0049639086822986,1.79134535155394E-12,1.76101762256653E-12,22.2360841828596,3.25772942464605,0.99992853257397,0.999928506447096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81023495263838E-19,1.81023495263838E-19,1.15198442912668,0.968926418702387,0,0,0,0,6.25672201135157E-09,3.78555241739698E-09,0,0,3.21775760842829E-17,2.5877602519784E-17,0.989433089518461,0.989433089501756,0,0,2.2161003084887E-14,1.57957785344125E-14,1.35145277658066E-06,1.29374408275471E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23025969943298,1.23025969943293,7.73900622001121E-15,7.73811149217765E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.70195927502679E-08,7.70195901449118E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23771287272037,0.357036573520875,-218.358464829169,107.964043706129
3g2z,6.11558714097653E-14,6.11336817418772E-14,5.86961814877428,4.11995752542095,7.16134983786887E-18,7.16134983786887E-18,1.10524277307725E-05,1.10504615146606E-05,2.05175741037253,2.05027603749712,2.22440619685742E-18,2.22440619685742E-18,0,0,0.999973227334538,0.999973221202474,0.80769611637145,0.236240668980391,2.07715279074897E-05,2.07715279074897E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50638813385501E-18,3.50599934282816E-18,0.0372871397348302,0.0334844681848572,6.27104837323647E-19,6.27104837323647E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05199169323004E-05,1.05180692285113E-05,1.91031962409559,1.90883832706953,1.90346900901883E-18,1.90346900901883E-18,0,0,0,0,0,0,0,0,0,0,0,0,6.91433073476002E-18,1.84060530775318E-18,1.14402628114033E-07,1.14401686001171E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179849996542459,-0.041041125573691,-54.2029244549578,27.5689803623527
4gfm,3.54076098402199E-12,3.54054272722608E-12,9.09645724036982,7.87229311694496,0.0408023348238498,0.0408023348238498,1.01471032822762,1.01471032811963,2.9286135846349E-16,2.90946798590521E-16,0,0,0,0,1.42498867984651E-07,1.42498867984651E-07,5.33962170050628,1.9101928453297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00029245569941069,0.000292455472905162,1.58081342865018E-12,1.58081342865018E-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999994744607,0.999999994744594,2.52110662512701E-16,2.50246642156762E-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92711330242006,1.78237606541714,0.147390602878194,-0.0283692664184618,-130.17882447797,68.5556131255259
2wvt,11.1321581821372,7.31234699341832,9.81747860419,7.79767853390862,0.985072490831181,0.985072490831181,4.30970635235019,2.87208926842744,0.00686514478905612,0.00686514478905612,0.0721954216536798,0.0721954216536798,1.62999335487983,0.879392071180225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651264653876503,0.651264651740479,1.38306998032515,0.8604271600623,8.63449377341374E-13,8.63449377341374E-13,6.99073835544004,3.99960637531825,2.62376732706667,2.25548971042783,0.985071480579663,0.985071480579663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39022860542122,2.20722120678801,0.00686495076218304,0.00686495076218304,0.0721954009454823,0.0721954009454823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427497143972036,0.0635550198714154,-109.938091454454,60.6237109774736
